scenario,sector,region,technology,sub_technology,year,lcoe
Oxford - fast_transition,Power,World,Renewables,Wind,2027.0,43.18944699
Oxford - fast_transition,Power,World,Renewables,Wind,2028.0,42.22114148
Oxford - fast_transition,Power,World,Renewables,Wind,2029.0,41.2843685
Oxford - fast_transition,Power,World,Renewables,Wind,2030.0,40.37867175
Oxford - fast_transition,Power,World,Renewables,Wind,2031.0,39.50401019
Oxford - fast_transition,Power,World,Renewables,Wind,2032.0,38.66072809
Oxford - fast_transition,Power,World,Renewables,Wind,2033.0,37.84950287
Oxford - fast_transition,Power,World,Renewables,Wind,2034.0,37.0712583
Oxford - fast_transition,Power,World,Renewables,Wind,2035.0,36.32703571
Oxford - fast_transition,Power,World,Renewables,Wind,2036.0,35.61782692
Oxford - fast_transition,Power,World,Renewables,Wind,2037.0,34.94438817
Oxford - fast_transition,Power,World,Renewables,Wind,2038.0,34.30706806
Oxford - fast_transition,Power,World,Renewables,Wind,2039.0,33.70568633
Oxford - fast_transition,Power,World,Renewables,Wind,2040.0,33.13948938
Oxford - fast_transition,Power,World,Renewables,Wind,2041.0,32.60718658
Oxford - fast_transition,Power,World,Renewables,Wind,2042.0,32.10704992
Oxford - fast_transition,Power,World,Renewables,Wind,2043.0,31.63704706
Oxford - fast_transition,Power,World,Renewables,Wind,2044.0,31.19497822
Oxford - fast_transition,Power,World,Renewables,Wind,2045.0,30.77859588
Oxford - fast_transition,Power,World,Renewables,Wind,2046.0,30.38569695
Oxford - fast_transition,Power,World,Renewables,Wind,2047.0,30.0141859
Oxford - fast_transition,Power,World,Renewables,Wind,2048.0,29.66211252
Oxford - fast_transition,Power,World,Renewables,Wind,2049.0,29.32768999
Oxford - fast_transition,Power,World,Renewables,Wind,2050.0,29.00929911
Oxford - fast_transition,Power,World,Renewables,Wind,2051.0,28.70548349
Oxford - fast_transition,Power,World,Renewables,Wind,2052.0,28.41493949
Oxford - fast_transition,Power,World,Renewables,Wind,2053.0,28.1365035
Oxford - fast_transition,Power,World,Renewables,Wind,2054.0,27.86913825
Oxford - fast_transition,Power,World,Renewables,Wind,2055.0,27.61191933
Oxford - fast_transition,Power,World,Renewables,Wind,2056.0,27.36413601
Oxford - fast_transition,Power,World,Renewables,Wind,2057.0,27.12500922
Oxford - fast_transition,Power,World,Renewables,Wind,2058.0,26.89385131
Oxford - fast_transition,Power,World,Renewables,Wind,2059.0,26.67005246
Oxford - fast_transition,Power,World,Renewables,Wind,2060.0,26.45306946
Oxford - fast_transition,Power,World,Renewables,Wind,2061.0,26.24241646
Oxford - fast_transition,Power,World,Renewables,Wind,2062.0,26.03765727
Oxford - fast_transition,Power,World,Renewables,Wind,2063.0,25.83839888
Oxford - fast_transition,Power,World,Renewables,Wind,2064.0,25.644286
Oxford - fast_transition,Power,World,Renewables,Wind,2065.0,25.45499646
Oxford - fast_transition,Power,World,Renewables,Wind,2066.0,25.27023728
Oxford - fast_transition,Power,World,Renewables,Wind,2067.0,25.08974125
Oxford - fast_transition,Power,World,Renewables,Wind,2068.0,24.91326408
Oxford - fast_transition,Power,World,Renewables,Wind,2069.0,24.74058186
Oxford - fast_transition,Power,World,Renewables,Hydro,2018.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2019.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2020.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2021.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2022.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2023.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2024.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2025.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2026.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2027.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2028.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2029.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2030.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2031.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2032.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2033.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2034.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2035.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2036.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2037.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2038.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2039.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2040.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2041.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2042.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2043.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2044.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2045.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2046.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2047.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2048.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2049.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2050.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2051.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2052.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2053.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2054.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2055.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2056.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2057.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2058.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2059.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2060.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2061.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2062.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2063.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2064.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2065.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2066.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2067.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2068.0,46.80000013
Oxford - fast_transition,Power,World,Renewables,Hydro,2069.0,46.80000013
Oxford - no_transition,Power,World,Renewables,Bioenergy,2018.0,71.72790903
Oxford - no_transition,Power,World,Renewables,Bioenergy,2019.0,71.47351505
Oxford - no_transition,Power,World,Renewables,Bioenergy,2020.0,71.23447696
Oxford - no_transition,Power,World,Renewables,Bioenergy,2021.0,71.00867168
Oxford - no_transition,Power,World,Renewables,Bioenergy,2022.0,70.7939483
Oxford - no_transition,Power,World,Renewables,Bioenergy,2023.0,70.58805166
Oxford - no_transition,Power,World,Renewables,Bioenergy,2024.0,70.38900858
Oxford - no_transition,Power,World,Renewables,Bioenergy,2025.0,70.19545324
Oxford - no_transition,Power,World,Renewables,Bioenergy,2026.0,70.00647621
Oxford - no_transition,Power,World,Renewables,Bioenergy,2027.0,69.82139059
Oxford - no_transition,Power,World,Renewables,Bioenergy,2028.0,69.63950437
Oxford - no_transition,Power,World,Renewables,Bioenergy,2029.0,69.46907236
Oxford - no_transition,Power,World,Renewables,Bioenergy,2030.0,69.3176084
Oxford - no_transition,Power,World,Renewables,Bioenergy,2031.0,69.183396
Oxford - no_transition,Power,World,Renewables,Bioenergy,2032.0,69.06375098
Oxford - no_transition,Power,World,Renewables,Bioenergy,2033.0,68.95459855
Oxford - no_transition,Power,World,Renewables,Bioenergy,2034.0,68.85174275
Oxford - no_transition,Power,World,Renewables,Bioenergy,2035.0,68.75231566
Oxford - no_transition,Power,World,Renewables,Bioenergy,2036.0,68.6545625
Oxford - no_transition,Power,World,Renewables,Bioenergy,2037.0,68.55717518
Oxford - no_transition,Power,World,Renewables,Bioenergy,2038.0,68.45893882
Oxford - no_transition,Power,World,Renewables,Bioenergy,2039.0,68.35890148
Oxford - no_transition,Power,World,Renewables,Bioenergy,2040.0,68.25633861
Oxford - no_transition,Power,World,Renewables,Bioenergy,2041.0,68.15081762
Oxford - no_transition,Power,World,Renewables,Bioenergy,2042.0,68.04217479
Oxford - no_transition,Power,World,Renewables,Bioenergy,2043.0,67.93044872
Oxford - no_transition,Power,World,Renewables,Bioenergy,2044.0,67.81581035
Oxford - no_transition,Power,World,Renewables,Bioenergy,2045.0,67.69850786
Oxford - no_transition,Power,World,Renewables,Bioenergy,2046.0,67.57882867
Oxford - no_transition,Power,World,Renewables,Bioenergy,2047.0,67.45707527
Oxford - no_transition,Power,World,Renewables,Bioenergy,2048.0,67.33352365
Oxford - no_transition,Power,World,Renewables,Bioenergy,2049.0,67.20848155
Oxford - no_transition,Power,World,Renewables,Bioenergy,2050.0,67.08223714
Oxford - no_transition,Power,World,Renewables,Bioenergy,2051.0,66.95505891
Oxford - no_transition,Power,World,Renewables,Bioenergy,2052.0,66.8271958
Oxford - no_transition,Power,World,Renewables,Bioenergy,2053.0,66.69887759
Oxford - no_transition,Power,World,Renewables,Bioenergy,2054.0,66.5703155
Oxford - no_transition,Power,World,Renewables,Bioenergy,2055.0,66.44170292
Oxford - no_transition,Power,World,Renewables,Bioenergy,2056.0,66.31321632
Oxford - no_transition,Power,World,Renewables,Bioenergy,2057.0,66.18501608
Oxford - no_transition,Power,World,Renewables,Bioenergy,2058.0,66.05724756
Oxford - no_transition,Power,World,Renewables,Bioenergy,2059.0,65.93004203
Oxford - no_transition,Power,World,Renewables,Bioenergy,2060.0,65.8035177
Oxford - no_transition,Power,World,Renewables,Bioenergy,2061.0,65.67778067
Oxford - no_transition,Power,World,Renewables,Bioenergy,2062.0,65.55292593
Oxford - no_transition,Power,World,Renewables,Bioenergy,2063.0,65.42903821
Oxford - no_transition,Power,World,Renewables,Bioenergy,2064.0,65.30619292
Oxford - no_transition,Power,World,Renewables,Bioenergy,2065.0,65.18445695
Oxford - no_transition,Power,World,Renewables,Bioenergy,2066.0,65.06388944
Oxford - no_transition,Power,World,Renewables,Bioenergy,2067.0,64.94454255
Oxford - no_transition,Power,World,Renewables,Bioenergy,2068.0,64.82646212
Oxford - no_transition,Power,World,Renewables,Bioenergy,2069.0,64.70968829
Oxford - no_transition,Fossil Fuels,World,Oil,,2018.0,40.53833845
Oxford - no_transition,Fossil Fuels,World,Oil,,2019.0,39.24743823
Oxford - no_transition,Fossil Fuels,World,Oil,,2020.0,38.1880787
Oxford - no_transition,Fossil Fuels,World,Oil,,2021.0,37.31470715
Oxford - no_transition,Fossil Fuels,World,Oil,,2022.0,36.59185453
Oxford - no_transition,Fossil Fuels,World,Oil,,2023.0,35.99160266
Oxford - no_transition,Fossil Fuels,World,Oil,,2024.0,35.49176512
Oxford - no_transition,Fossil Fuels,World,Oil,,2025.0,35.07456102
Oxford - no_transition,Fossil Fuels,World,Oil,,2026.0,34.72563424
Oxford - no_transition,Fossil Fuels,World,Oil,,2027.0,34.43331845
Oxford - no_transition,Fossil Fuels,World,Oil,,2028.0,34.18807957
Oxford - no_transition,Fossil Fuels,World,Oil,,2029.0,33.98208782
Oxford - no_transition,Fossil Fuels,World,Oil,,2030.0,33.80888583
Oxford - no_transition,Fossil Fuels,World,Oil,,2031.0,33.66312859
Oxford - no_transition,Fossil Fuels,World,Oil,,2032.0,33.54037795
Oxford - no_transition,Fossil Fuels,World,Oil,,2033.0,33.43693882
Oxford - no_transition,Fossil Fuels,World,Oil,,2034.0,33.34972764
Oxford - no_transition,Fossil Fuels,World,Oil,,2035.0,33.27616613
Oxford - no_transition,Fossil Fuels,World,Oil,,2036.0,33.21409482
Oxford - no_transition,Fossil Fuels,World,Oil,,2037.0,33.16170248
Oxford - no_transition,Fossil Fuels,World,Oil,,2038.0,33.11746806
Oxford - no_transition,Fossil Fuels,World,Oil,,2039.0,33.08011291
Oxford - no_transition,Fossil Fuels,World,Oil,,2040.0,33.04856116
Oxford - no_transition,Fossil Fuels,World,Oil,,2041.0,33.02190693
Oxford - no_transition,Fossil Fuels,World,Oil,,2042.0,32.99938695
Oxford - no_transition,Fossil Fuels,World,Oil,,2043.0,32.98035778
Oxford - no_transition,Fossil Fuels,World,Oil,,2044.0,32.96427675
Oxford - no_transition,Fossil Fuels,World,Oil,,2045.0,32.950686
Oxford - no_transition,Fossil Fuels,World,Oil,,2046.0,32.93919908
Oxford - no_transition,Fossil Fuels,World,Oil,,2047.0,32.92948976
Oxford - no_transition,Fossil Fuels,World,Oil,,2048.0,32.92128255
Oxford - no_transition,Fossil Fuels,World,Oil,,2049.0,32.91434476
Oxford - no_transition,Fossil Fuels,World,Oil,,2050.0,32.90847984
Oxford - no_transition,Fossil Fuels,World,Oil,,2051.0,32.90352174
Oxford - no_transition,Fossil Fuels,World,Oil,,2052.0,32.89933013
Oxford - no_transition,Fossil Fuels,World,Oil,,2053.0,32.89578645
Oxford - no_transition,Fossil Fuels,World,Oil,,2054.0,32.89279049
Oxford - no_transition,Fossil Fuels,World,Oil,,2055.0,32.89025755
Oxford - no_transition,Fossil Fuels,World,Oil,,2056.0,32.88811604
Oxford - no_transition,Fossil Fuels,World,Oil,,2057.0,32.88630546
Oxford - no_transition,Fossil Fuels,World,Oil,,2058.0,32.88477464
Oxford - no_transition,Fossil Fuels,World,Oil,,2059.0,32.88348036
Oxford - no_transition,Fossil Fuels,World,Oil,,2060.0,32.88238606
Oxford - no_transition,Fossil Fuels,World,Oil,,2061.0,32.88146083
Oxford - no_transition,Fossil Fuels,World,Oil,,2062.0,32.88067855
Oxford - no_transition,Fossil Fuels,World,Oil,,2063.0,32.88001713
Oxford - no_transition,Fossil Fuels,World,Oil,,2064.0,32.87945789
Oxford - no_transition,Fossil Fuels,World,Oil,,2065.0,32.87898505
Oxford - no_transition,Fossil Fuels,World,Oil,,2066.0,32.87858526
Oxford - no_transition,Fossil Fuels,World,Oil,,2067.0,32.87824723
Oxford - no_transition,Fossil Fuels,World,Oil,,2068.0,32.87796142
Oxford - no_transition,Fossil Fuels,World,Oil,,2069.0,32.87771977
Oxford - no_transition,Power,World,Coal,Coal,2018.0,60.04294901
Oxford - no_transition,Power,World,Coal,Coal,2019.0,59.97164921
Oxford - no_transition,Power,World,Coal,Coal,2020.0,59.90566549
Oxford - no_transition,Power,World,Coal,Coal,2021.0,59.84459633
Oxford - no_transition,Power,World,Coal,Coal,2022.0,59.78807129
Oxford - no_transition,Power,World,Coal,Coal,2023.0,59.73574847
Oxford - no_transition,Power,World,Coal,Coal,2024.0,59.68731222
Oxford - no_transition,Power,World,Coal,Coal,2025.0,59.64247107
Oxford - no_transition,Power,World,Coal,Coal,2026.0,59.60095579
Oxford - no_transition,Power,World,Coal,Coal,2027.0,59.56251766
Oxford - no_transition,Power,World,Coal,Coal,2028.0,59.52692683
Oxford - no_transition,Power,World,Coal,Coal,2029.0,59.4939709
Oxford - no_transition,Power,World,Coal,Coal,2030.0,59.4634535
Oxford - no_transition,Power,World,Coal,Coal,2031.0,59.43519309
Oxford - no_transition,Power,World,Coal,Coal,2032.0,59.40902179
Oxford - no_transition,Power,World,Coal,Coal,2033.0,59.38478436
Oxford - no_transition,Power,World,Coal,Coal,2034.0,59.36233719
Oxford - no_transition,Power,World,Coal,Coal,2035.0,59.34154746
Oxford - no_transition,Power,World,Coal,Coal,2036.0,59.32229226
Oxford - no_transition,Power,World,Coal,Coal,2037.0,59.30445788
Oxford - no_transition,Power,World,Coal,Coal,2038.0,59.28793911
Oxford - no_transition,Power,World,Coal,Coal,2039.0,59.27263857
Oxford - no_transition,Power,World,Coal,Coal,2040.0,59.25846614
Oxford - no_transition,Power,World,Coal,Coal,2041.0,59.24533839
Oxford - no_transition,Power,World,Coal,Coal,2042.0,59.23317813
Oxford - no_transition,Power,World,Coal,Coal,2043.0,59.22191387
Oxford - no_transition,Power,World,Coal,Coal,2044.0,59.21147944
Oxford - no_transition,Power,World,Coal,Coal,2045.0,59.20181358
Oxford - no_transition,Power,World,Coal,Coal,2046.0,59.19285956
Oxford - no_transition,Power,World,Coal,Coal,2047.0,59.18456487
Oxford - no_transition,Power,World,Coal,Coal,2048.0,59.17688087
Oxford - no_transition,Power,World,Coal,Coal,2049.0,59.16976254
Oxford - no_transition,Power,World,Coal,Coal,2050.0,59.16316816
Oxford - no_transition,Power,World,Coal,Coal,2051.0,59.15705912
Oxford - no_transition,Power,World,Coal,Coal,2052.0,59.15139966
Oxford - no_transition,Power,World,Coal,Coal,2053.0,59.14615665
Oxford - no_transition,Power,World,Coal,Coal,2054.0,59.14129941
Oxford - no_transition,Power,World,Coal,Coal,2055.0,59.13679953
Oxford - no_transition,Power,World,Coal,Coal,2056.0,59.1326307
Oxford - no_transition,Power,World,Coal,Coal,2057.0,59.12876854
Oxford - no_transition,Power,World,Coal,Coal,2058.0,59.12519047
Oxford - no_transition,Power,World,Coal,Coal,2059.0,59.12187558
Oxford - no_transition,Power,World,Coal,Coal,2060.0,59.1188045
Oxford - no_transition,Power,World,Coal,Coal,2061.0,59.11595928
Oxford - no_transition,Power,World,Coal,Coal,2062.0,59.11332331
Oxford - no_transition,Power,World,Coal,Coal,2063.0,59.11088119
Oxford - no_transition,Power,World,Coal,Coal,2064.0,59.10861865
Oxford - no_transition,Power,World,Coal,Coal,2065.0,59.10652248
Oxford - no_transition,Power,World,Coal,Coal,2066.0,59.10458045
Oxford - no_transition,Power,World,Coal,Coal,2067.0,59.10278122
Oxford - no_transition,Power,World,Coal,Coal,2068.0,59.10111427
Oxford - no_transition,Power,World,Coal,Coal,2069.0,59.09956989
Oxford - no_transition,Power,World,Nuclear,Nuclear,2018.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2019.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2020.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2021.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2022.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2023.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2024.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2025.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2026.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2027.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2028.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2029.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2030.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2031.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2032.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2033.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2034.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2035.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2036.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2037.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2038.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2039.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2040.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2041.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2042.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2043.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2044.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2045.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2046.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2047.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2048.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2049.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2050.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2051.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2052.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2053.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2054.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2055.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2056.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2057.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2058.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2059.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2060.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2061.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2062.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2063.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2064.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2065.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2066.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2067.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2068.0,90.00000025
Oxford - no_transition,Power,World,Nuclear,Nuclear,2069.0,90.00000025
Oxford - no_transition,Fossil Fuels,World,Gas,,2018.0,10.95843872
Oxford - no_transition,Fossil Fuels,World,Gas,,2019.0,11.09080203
Oxford - no_transition,Fossil Fuels,World,Gas,,2020.0,11.20112379
Oxford - no_transition,Fossil Fuels,World,Gas,,2021.0,11.29289783
Oxford - no_transition,Fossil Fuels,World,Gas,,2022.0,11.36912154
Oxford - no_transition,Fossil Fuels,World,Gas,,2023.0,11.43234712
Oxford - no_transition,Fossil Fuels,World,Gas,,2024.0,11.48473462
Oxford - no_transition,Fossil Fuels,World,Gas,,2025.0,11.52810335
Oxford - no_transition,Fossil Fuels,World,Gas,,2026.0,11.56397967
Oxford - no_transition,Fossil Fuels,World,Gas,,2027.0,11.59364005
Oxford - no_transition,Fossil Fuels,World,Gas,,2028.0,11.61814927
Oxford - no_transition,Fossil Fuels,World,Gas,,2029.0,11.63839363
Oxford - no_transition,Fossil Fuels,World,Gas,,2030.0,11.6551096
Oxford - no_transition,Fossil Fuels,World,Gas,,2031.0,11.66890831
Oxford - no_transition,Fossil Fuels,World,Gas,,2032.0,11.68029624
Oxford - no_transition,Fossil Fuels,World,Gas,,2033.0,11.68969282
Oxford - no_transition,Fossil Fuels,World,Gas,,2034.0,11.69744503
Oxford - no_transition,Fossil Fuels,World,Gas,,2035.0,11.70383983
Oxford - no_transition,Fossil Fuels,World,Gas,,2036.0,11.70911433
Oxford - no_transition,Fossil Fuels,World,Gas,,2037.0,11.71346441
Oxford - no_transition,Fossil Fuels,World,Gas,,2038.0,11.71705183
Oxford - no_transition,Fossil Fuels,World,Gas,,2039.0,11.72001013
Oxford - no_transition,Fossil Fuels,World,Gas,,2040.0,11.72244952
Oxford - no_transition,Fossil Fuels,World,Gas,,2041.0,11.72446092
Oxford - no_transition,Fossil Fuels,World,Gas,,2042.0,11.72611939
Oxford - no_transition,Fossil Fuels,World,Gas,,2043.0,11.72748681
Oxford - no_transition,Fossil Fuels,World,Gas,,2044.0,11.72861422
Oxford - no_transition,Fossil Fuels,World,Gas,,2045.0,11.72954375
Oxford - no_transition,Fossil Fuels,World,Gas,,2046.0,11.7303101
Oxford - no_transition,Fossil Fuels,World,Gas,,2047.0,11.73094192
Oxford - no_transition,Fossil Fuels,World,Gas,,2048.0,11.73146282
Oxford - no_transition,Fossil Fuels,World,Gas,,2049.0,11.73189227
Oxford - no_transition,Fossil Fuels,World,Gas,,2050.0,11.73224631
Oxford - no_transition,Fossil Fuels,World,Gas,,2051.0,11.7325382
Oxford - no_transition,Fossil Fuels,World,Gas,,2052.0,11.73277883
Oxford - no_transition,Fossil Fuels,World,Gas,,2053.0,11.73297722
Oxford - no_transition,Fossil Fuels,World,Gas,,2054.0,11.73314077
Oxford - no_transition,Fossil Fuels,World,Gas,,2055.0,11.7332756
Oxford - no_transition,Fossil Fuels,World,Gas,,2056.0,11.73338676
Oxford - no_transition,Fossil Fuels,World,Gas,,2057.0,11.73347839
Oxford - no_transition,Fossil Fuels,World,Gas,,2058.0,11.73355394
Oxford - no_transition,Fossil Fuels,World,Gas,,2059.0,11.73361622
Oxford - no_transition,Fossil Fuels,World,Gas,,2060.0,11.73366757
Oxford - no_transition,Fossil Fuels,World,Gas,,2061.0,11.7337099
Oxford - no_transition,Fossil Fuels,World,Gas,,2062.0,11.73374479
Oxford - no_transition,Fossil Fuels,World,Gas,,2063.0,11.73377356
Oxford - no_transition,Fossil Fuels,World,Gas,,2064.0,11.73379728
Oxford - no_transition,Fossil Fuels,World,Gas,,2065.0,11.73381683
Oxford - no_transition,Fossil Fuels,World,Gas,,2066.0,11.73383295
Oxford - no_transition,Fossil Fuels,World,Gas,,2067.0,11.73384624
Oxford - no_transition,Fossil Fuels,World,Gas,,2068.0,11.73385719
Oxford - no_transition,Fossil Fuels,World,Gas,,2069.0,11.73386622
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2018.0,51.55640538
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2019.0,52.84519445
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2020.0,53.93538268
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2021.0,54.85398601
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2022.0,55.6255183
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2023.0,56.2718
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2024.0,56.81197137
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2025.0,57.26263119
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2026.0,57.63804544
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2027.0,57.95038759
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2028.0,58.20998605
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2029.0,58.42556326
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2030.0,58.60445773
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2031.0,58.75282474
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2032.0,58.87581423
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2033.0,58.9777262
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2034.0,59.06214494
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2035.0,59.13205407
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2036.0,59.18993437
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2037.0,59.23784662
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2038.0,59.27750135
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2039.0,59.31031754
Oxford - no_transition,Power,World,Natural gas,Gas CCGT,2040.0,59.33747163
